date,home,away,hscore,ascore
2021/06/30,横浜DeNA,中　日,9,4
2021/06/30,阪　神,東京ヤクルト,2,2
2021/06/30,東北楽天,北海道日本ハム,0,3
2021/06/30,オリックス,千葉ロッテ,5,0
2021/06/30,福岡ソフトバンク,埼玉西武,9,1
2021/07/01,読　売,広島東洋,10,4
2021/07/01,阪　神,東京ヤクルト,1,6
2021/07/01,東北楽天,北海道日本ハム,1,2
2021/07/01,福岡ソフトバンク,埼玉西武,0,1
2021/07/02,横浜DeNA,読　売,,
2021/07/02,中　日,東京ヤクルト,3,9
2021/07/02,広島東洋,阪　神,7,1
2021/07/02,埼玉西武,オリックス,3,5
2021/07/02,千葉ロッテ,東北楽天,,
2021/07/03,横浜DeNA,読　売,1,3
2021/07/03,中　日,東京ヤクルト,1,5
2021/07/03,広島東洋,阪　神,0,5
2021/07/03,北海道日本ハム,福岡ソフトバンク,1,7
2021/07/03,埼玉西武,オリックス,0,8
2021/07/03,千葉ロッテ,東北楽天,5,3
2021/07/04,横浜DeNA,読　売,3,2
2021/07/04,中　日,東京ヤクルト,3,3
2021/07/04,広島東洋,阪　神,4,3
2021/07/04,北海道日本ハム,福岡ソフトバンク,0,5
2021/07/04,埼玉西武,オリックス,2,3
2021/07/04,千葉ロッテ,東北楽天,8,6
2021/07/05,千葉ロッテ,東北楽天,8,1
2021/07/06,読　売,中　日,2,3
2021/07/06,東京ヤクルト,阪　神,1,5
2021/07/06,広島東洋,横浜DeNA,2,4
2021/07/06,北海道日本ハム,埼玉西武,4,3
2021/07/06,千葉ロッテ,福岡ソフトバンク,11,3
2021/07/06,オリックス,東北楽天,2,7
2021/07/07,読　売,中　日,3,1
2021/07/07,東京ヤクルト,阪　神,6,4
2021/07/07,広島東洋,横浜DeNA,3,3
2021/07/07,北海道日本ハム,埼玉西武,2,1
2021/07/07,千葉ロッテ,福岡ソフトバンク,4,1
2021/07/07,オリックス,東北楽天,5,6
2021/07/08,読　売,中　日,0,1
2021/07/08,東京ヤクルト,阪　神,5,6
2021/07/08,広島東洋,横浜DeNA,5,3
2021/07/08,オリックス,東北楽天,1,1
2021/07/09,東京ヤクルト,広島東洋,4,3
2021/07/09,中　日,横浜DeNA,3,1
2021/07/09,阪　神,読　売,4,1
2021/07/09,千葉ロッテ,北海道日本ハム,1,6
2021/07/09,福岡ソフトバンク,オリックス,0,8
2021/07/10,東京ヤクルト,広島東洋,0,5
2021/07/10,中　日,横浜DeNA,6,2
2021/07/10,阪　神,読　売,1,8
2021/07/10,東北楽天,埼玉西武,2,6
2021/07/10,千葉ロッテ,北海道日本ハム,4,4
2021/07/10,福岡ソフトバンク,オリックス,3,1
2021/07/11,東京ヤクルト,広島東洋,,
2021/07/11,中　日,横浜DeNA,5,5
2021/07/11,阪　神,読　売,0,1
2021/07/11,東北楽天,埼玉西武,9,3
2021/07/11,千葉ロッテ,北海道日本ハム,,
2021/07/11,福岡ソフトバンク,オリックス,7,4
2021/07/12,阪　神,横浜DeNA,4,3
2021/07/12,広島東洋,中　日,6,2
2021/07/12,福岡ソフトバンク,東北楽天,8,0
2021/07/13,読　売,東京ヤクルト,6,14
2021/07/13,阪　神,横浜DeNA,2,8
2021/07/13,広島東洋,中　日,8,3
2021/07/13,北海道日本ハム,オリックス,0,5
2021/07/13,埼玉西武,千葉ロッテ,6,7
2021/07/13,福岡ソフトバンク,東北楽天,2,6
2021/07/14,読　売,東京ヤクルト,7,11
2021/07/14,阪　神,横浜DeNA,3,4
2021/07/14,広島東洋,中　日,2,0
2021/07/14,北海道日本ハム,オリックス,6,2
2021/07/14,埼玉西武,千葉ロッテ,8,3
2021/07/14,福岡ソフトバンク,東北楽天,2,4
2021/07/16,パシフィック,セントラル,4,5
2021/07/17,パシフィック,セントラル,4,3
2021/08/13,読　売,中　日,4,2
2021/08/13,阪　神,広島東洋,3,9
2021/08/13,埼玉西武,東北楽天,0,5
2021/08/13,千葉ロッテ,オリックス,3,6
2021/08/13,福岡ソフトバンク,北海道日本ハム,3,0
2021/08/14,読　売,中　日,6,1
2021/08/14,横浜DeNA,東京ヤクルト,,
2021/08/14,阪　神,広島東洋,9,3
2021/08/14,埼玉西武,東北楽天,6,7
2021/08/14,千葉ロッテ,オリックス,4,2
2021/08/14,福岡ソフトバンク,北海道日本ハム,2,0
2021/08/15,読　売,中　日,4,2
2021/08/15,横浜DeNA,東京ヤクルト,1,4
2021/08/15,阪　神,広島東洋,3,0
2021/08/15,埼玉西武,東北楽天,10,2
2021/08/15,千葉ロッテ,オリックス,3,5
2021/08/15,福岡ソフトバンク,北海道日本ハム,0,0
2021/08/17,東京ヤクルト,読　売,13,3
2021/08/17,横浜DeNA,阪　神,2,6
2021/08/17,中　日,広島東洋,3,0
2021/08/17,東北楽天,福岡ソフトバンク,,
2021/08/17,千葉ロッテ,埼玉西武,2,8
2021/08/17,オリックス,北海道日本ハム,,
2021/08/18,東京ヤクルト,読　売,2,3
2021/08/18,横浜DeNA,阪　神,2,5
2021/08/18,中　日,広島東洋,3,0
2021/08/18,東北楽天,福岡ソフトバンク,0,3
2021/08/18,千葉ロッテ,埼玉西武,5,3
2021/08/18,オリックス,北海道日本ハム,5,2
2021/08/19,横浜DeNA,阪　神,5,4
2021/08/19,中　日,広島東洋,1,3
2021/08/19,千葉ロッテ,埼玉西武,3,3
2021/08/19,オリックス,北海道日本ハム,,
2021/08/20,読　売,横浜DeNA,1,6
2021/08/20,中　日,阪　神,6,0
2021/08/20,広島東洋,東京ヤクルト,5,4
2021/08/20,北海道日本ハム,東北楽天,3,3
2021/08/20,オリックス,埼玉西武,2,1
2021/08/20,福岡ソフトバンク,千葉ロッテ,3,5
2021/08/21,読　売,横浜DeNA,2,7
2021/08/21,中　日,阪　神,6,2
2021/08/21,広島東洋,東京ヤクルト,3,8
2021/08/21,北海道日本ハム,東北楽天,4,8
2021/08/21,オリックス,埼玉西武,2,0
2021/08/21,福岡ソフトバンク,千葉ロッテ,6,8
2021/08/22,読　売,横浜DeNA,4,4
2021/08/22,中　日,阪　神,0,2
2021/08/22,広島東洋,東京ヤクルト,,
2021/08/22,北海道日本ハム,東北楽天,2,1
2021/08/22,オリックス,埼玉西武,3,10
2021/08/22,福岡ソフトバンク,千葉ロッテ,4,2
2021/08/24,読　売,広島東洋,3,1
2021/08/24,東京ヤクルト,中　日,2,1
2021/08/24,阪　神,横浜DeNA,8,2
2021/08/24,北海道日本ハム,千葉ロッテ,3,3
2021/08/24,東北楽天,オリックス,,
2021/08/24,埼玉西武,福岡ソフトバンク,4,4
2021/08/25,読　売,広島東洋,5,3
2021/08/25,東京ヤクルト,中　日,3,3
2021/08/25,阪　神,横浜DeNA,2,10
2021/08/25,北海道日本ハム,千葉ロッテ,4,7
2021/08/25,東北楽天,オリックス,2,2
2021/08/25,埼玉西武,福岡ソフトバンク,1,6
2021/08/26,読　売,広島東洋,2,11
2021/08/26,阪　神,横浜DeNA,9,3
2021/08/26,東北楽天,オリックス,7,6
2021/08/26,埼玉西武,福岡ソフトバンク,3,0
2021/08/27,東京ヤクルト,横浜DeNA,0,4
2021/08/27,中　日,読　売,4,1
2021/08/27,広島東洋,阪　神,6,4
2021/08/27,東北楽天,千葉ロッテ,1,3
2021/08/27,埼玉西武,北海道日本ハム,2,7
2021/08/27,オリックス,福岡ソフトバンク,2,0
2021/08/28,東京ヤクルト,横浜DeNA,2,2
2021/08/28,中　日,読　売,1,1
2021/08/28,広島東洋,阪　神,7,6
2021/08/28,東北楽天,千葉ロッテ,1,5
2021/08/28,埼玉西武,北海道日本ハム,8,8
2021/08/28,オリックス,福岡ソフトバンク,2,2
2021/08/29,東京ヤクルト,横浜DeNA,5,2
2021/08/29,中　日,読　売,1,5
2021/08/29,広島東洋,阪　神,5,0
2021/08/29,東北楽天,千葉ロッテ,0,1
2021/08/29,埼玉西武,北海道日本ハム,0,6
2021/08/29,オリックス,福岡ソフトバンク,6,3
2021/08/31,読　売,東京ヤクルト,10,8
2021/08/31,横浜DeNA,広島東洋,7,6
2021/08/31,阪　神,中　日,5,8
2021/08/31,北海道日本ハム,オリックス,3,1
2021/08/31,千葉ロッテ,埼玉西武,5,1
2021/08/31,福岡ソフトバンク,東北楽天,3,6
2021/09/01,読　売,東京ヤクルト,2,0
2021/09/01,横浜DeNA,広島東洋,7,2
2021/09/01,阪　神,中　日,2,1
2021/09/01,北海道日本ハム,オリックス,12,1
2021/09/01,千葉ロッテ,埼玉西武,7,14
2021/09/02,読　売,東京ヤクルト,2,2
2021/09/02,横浜DeNA,広島東洋,3,11
2021/09/02,阪　神,中　日,,
2021/09/02,北海道日本ハム,オリックス,6,6
2021/09/02,福岡ソフトバンク,東北楽天,5,2
2021/09/03,東京ヤクルト,広島東洋,3,1
2021/09/03,中　日,横浜DeNA,1,0
2021/09/03,阪　神,読　売,7,3
2021/09/03,東北楽天,埼玉西武,4,8
2021/09/03,千葉ロッテ,北海道日本ハム,7,5
2021/09/03,福岡ソフトバンク,オリックス,1,2
2021/09/04,東京ヤクルト,広島東洋,2,4
2021/09/04,中　日,横浜DeNA,1,3
2021/09/04,阪　神,読　売,4,3
2021/09/04,東北楽天,埼玉西武,8,5
2021/09/04,千葉ロッテ,北海道日本ハム,3,3
2021/09/04,福岡ソフトバンク,オリックス,11,4
2021/09/05,東京ヤクルト,広島東洋,1,6
2021/09/05,中　日,横浜DeNA,2,0
2021/09/05,阪　神,読　売,6,6
2021/09/05,東北楽天,埼玉西武,8,2
2021/09/05,千葉ロッテ,北海道日本ハム,2,1
2021/09/05,福岡ソフトバンク,オリックス,12,4
2021/09/07,横浜DeNA,読　売,8,2
2021/09/07,阪　神,東京ヤクルト,0,12
2021/09/07,広島東洋,中　日,8,7
2021/09/07,北海道日本ハム,東北楽天,4,2
2021/09/07,埼玉西武,福岡ソフトバンク,6,5
2021/09/07,オリックス,千葉ロッテ,4,3
2021/09/08,横浜DeNA,読　売,4,1
2021/09/08,阪　神,東京ヤクルト,5,3
2021/09/08,広島東洋,中　日,1,4
2021/09/08,北海道日本ハム,東北楽天,0,8
2021/09/08,埼玉西武,福岡ソフトバンク,0,9
2021/09/08,オリックス,千葉ロッテ,1,4
2021/09/09,横浜DeNA,読　売,5,5
2021/09/09,阪　神,東京ヤクルト,3,13
2021/09/09,広島東洋,中　日,12,5
2021/09/09,北海道日本ハム,東北楽天,0,4
2021/09/09,オリックス,千葉ロッテ,2,2
2021/09/10,読　売,中　日,1,10
2021/09/10,広島東洋,阪　神,1,4
2021/09/10,北海道日本ハム,福岡ソフトバンク,4,4
2021/09/10,埼玉西武,オリックス,1,7
2021/09/10,千葉ロッテ,東北楽天,3,2
2021/09/11,読　売,中　日,4,5
2021/09/11,東京ヤクルト,横浜DeNA,9,2
2021/09/11,広島東洋,阪　神,1,4
2021/09/11,北海道日本ハム,福岡ソフトバンク,17,5
2021/09/11,埼玉西武,オリックス,7,0
2021/09/11,千葉ロッテ,東北楽天,4,1
2021/09/12,横浜DeNA,阪　神,8,1
2021/09/12,中　日,東京ヤクルト,9,5
2021/09/12,広島東洋,読　売,1,2
2021/09/12,北海道日本ハム,福岡ソフトバンク,3,0
2021/09/12,埼玉西武,オリックス,3,1
2021/09/12,千葉ロッテ,東北楽天,9,2
2021/09/13,中　日,東京ヤクルト,1,0
2021/09/14,読　売,横浜DeNA,2,3
2021/09/14,東京ヤクルト,阪　神,4,4
2021/09/14,中　日,広島東洋,10,1
2021/09/14,東北楽天,オリックス,4,1
2021/09/14,埼玉西武,北海道日本ハム,3,1
2021/09/14,福岡ソフトバンク,千葉ロッテ,1,3
2021/09/15,読　売,横浜DeNA,7,6
2021/09/15,東京ヤクルト,阪　神,1,0
2021/09/15,中　日,広島東洋,3,5
2021/09/15,東北楽天,オリックス,7,0
2021/09/15,埼玉西武,北海道日本ハム,3,3
2021/09/15,福岡ソフトバンク,千葉ロッテ,4,5
2021/09/16,東北楽天,オリックス,1,3
2021/09/16,埼玉西武,北海道日本ハム,1,3
2021/09/16,福岡ソフトバンク,千葉ロッテ,1,1
2021/09/17,読　売,東京ヤクルト,2,8
2021/09/17,阪　神,中　日,,
2021/09/17,広島東洋,横浜DeNA,,
2021/09/18,読　売,東京ヤクルト,6,6
2021/09/18,阪　神,中　日,1,0
2021/09/18,広島東洋,横浜DeNA,2,4
2021/09/18,北海道日本ハム,千葉ロッテ,1,0
2021/09/18,東北楽天,福岡ソフトバンク,,
2021/09/18,オリックス,埼玉西武,4,0
2021/09/19,東京ヤクルト,広島東洋,5,1
2021/09/19,横浜DeNA,中　日,9,1
2021/09/19,阪　神,読　売,1,8
2021/09/19,北海道日本ハム,千葉ロッテ,0,4
2021/09/19,東北楽天,福岡ソフトバンク,4,2
2021/09/19,オリックス,埼玉西武,4,1
2021/09/20,東京ヤクルト,広島東洋,2,2
2021/09/20,横浜DeNA,中　日,6,0
2021/09/20,北海道日本ハム,千葉ロッテ,0,1
2021/09/20,東北楽天,福岡ソフトバンク,4,5
2021/09/20,オリックス,埼玉西武,4,6
2021/09/21,横浜DeNA,東京ヤクルト,2,5
2021/09/21,中　日,阪　神,2,3
2021/09/21,広島東洋,読　売,2,0
2021/09/22,横浜DeNA,東京ヤクルト,1,2
2021/09/22,中　日,阪　神,2,1
2021/09/22,広島東洋,読　売,0,13
2021/09/22,埼玉西武,東北楽天,2,4
2021/09/22,千葉ロッテ,福岡ソフトバンク,1,4
2021/09/22,オリックス,北海道日本ハム,5,3
2021/09/23,横浜DeNA,東京ヤクルト,2,4
2021/09/23,中　日,阪　神,3,3
2021/09/23,広島東洋,読　売,0,5
2021/09/23,埼玉西武,東北楽天,4,3
2021/09/23,千葉ロッテ,福岡ソフトバンク,0,5
2021/09/23,オリックス,北海道日本ハム,2,4
2021/09/24,読　売,阪　神,6,6
2021/09/24,東京ヤクルト,中　日,3,0
2021/09/24,横浜DeNA,広島東洋,2,9
2021/09/24,埼玉西武,千葉ロッテ,5,4
2021/09/24,オリックス,東北楽天,3,4
2021/09/24,福岡ソフトバンク,北海道日本ハム,1,4
2021/09/25,読　売,阪　神,0,3
2021/09/25,東京ヤクルト,中　日,0,0
2021/09/25,横浜DeNA,広島東洋,2,3
2021/09/25,埼玉西武,千葉ロッテ,1,3
2021/09/25,オリックス,東北楽天,3,2
2021/09/25,福岡ソフトバンク,北海道日本ハム,4,2
2021/09/26,読　売,阪　神,3,4
2021/09/26,東京ヤクルト,中　日,16,0
2021/09/26,横浜DeNA,広島東洋,8,10
2021/09/26,埼玉西武,千葉ロッテ,4,8
2021/09/26,オリックス,東北楽天,1,1
2021/09/26,福岡ソフトバンク,北海道日本ハム,4,1
2021/09/28,東京ヤクルト,横浜DeNA,4,0
2021/09/28,中　日,読　売,5,2
2021/09/28,阪　神,広島東洋,0,2
2021/09/28,東北楽天,北海道日本ハム,1,3
2021/09/28,千葉ロッテ,オリックス,2,5
2021/09/28,福岡ソフトバンク,埼玉西武,5,2
2021/09/29,東京ヤクルト,横浜DeNA,5,7
2021/09/29,中　日,読　売,5,0
2021/09/29,阪　神,広島東洋,2,8
2021/09/29,東北楽天,北海道日本ハム,5,0
2021/09/29,千葉ロッテ,オリックス,2,15
2021/09/29,福岡ソフトバンク,埼玉西武,9,0
2021/09/30,東京ヤクルト,横浜DeNA,6,7
2021/09/30,中　日,読　売,1,0
2021/09/30,阪　神,広島東洋,4,5
2021/09/30,東北楽天,北海道日本ハム,8,5
2021/09/30,千葉ロッテ,オリックス,3,4
2021/09/30,福岡ソフトバンク,埼玉西武,7,8
2021/10/01,読　売,横浜DeNA,3,2
2021/10/01,阪　神,中　日,5,2
2021/10/01,広島東洋,東京ヤクルト,4,5
2021/10/01,北海道日本ハム,埼玉西武,2,4
2021/10/01,東北楽天,千葉ロッテ,,
2021/10/01,オリックス,福岡ソフトバンク,2,1
2021/10/02,読　売,横浜DeNA,5,4
2021/10/02,阪　神,中　日,3,0
2021/10/02,広島東洋,東京ヤクルト,5,9
2021/10/02,北海道日本ハム,埼玉西武,2,1
2021/10/02,東北楽天,千葉ロッテ,6,1
2021/10/02,オリックス,福岡ソフトバンク,6,0
2021/10/03,読　売,横浜DeNA,3,3
2021/10/03,阪　神,中　日,1,0
2021/10/03,広島東洋,東京ヤクルト,1,4
2021/10/03,北海道日本ハム,埼玉西武,3,2
2021/10/03,東北楽天,千葉ロッテ,0,2
2021/10/03,オリックス,福岡ソフトバンク,3,0
2021/10/05,東京ヤクルト,読　売,3,2
2021/10/05,横浜DeNA,阪　神,2,5
2021/10/05,中　日,広島東洋,4,3
2021/10/05,千葉ロッテ,埼玉西武,2,0
2021/10/05,オリックス,北海道日本ハム,9,0
2021/10/05,福岡ソフトバンク,東北楽天,7,7
2021/10/06,東京ヤクルト,読　売,3,0
2021/10/06,横浜DeNA,阪　神,0,2
2021/10/06,中　日,広島東洋,3,7
2021/10/06,千葉ロッテ,埼玉西武,4,2
2021/10/06,オリックス,北海道日本ハム,2,3
2021/10/06,福岡ソフトバンク,東北楽天,0,5
2021/10/07,東京ヤクルト,読　売,1,0
2021/10/07,横浜DeNA,阪　神,4,3
2021/10/07,中　日,広島東洋,2,5
2021/10/07,千葉ロッテ,東北楽天,2,3
2021/10/07,埼玉西武,福岡ソフトバンク,7,0
2021/10/07,オリックス,北海道日本ハム,4,3
2021/10/08,東京ヤクルト,阪　神,4,1
2021/10/08,横浜DeNA,中　日,9,3
2021/10/08,広島東洋,読　売,6,2
2021/10/08,北海道日本ハム,千葉ロッテ,9,0
2021/10/08,埼玉西武,福岡ソフトバンク,6,2
2021/10/09,東京ヤクルト,阪　神,1,2
2021/10/09,横浜DeNA,中　日,2,4
2021/10/09,広島東洋,読　売,7,1
2021/10/09,北海道日本ハム,千葉ロッテ,4,2
2021/10/09,埼玉西武,東北楽天,1,2
2021/10/09,福岡ソフトバンク,オリックス,2,6
2021/10/10,東京ヤクルト,阪　神,6,4
2021/10/10,横浜DeNA,中　日,2,1
2021/10/10,広島東洋,読　売,3,1
2021/10/10,北海道日本ハム,千葉ロッテ,4,4
2021/10/10,埼玉西武,東北楽天,3,2
2021/10/10,福岡ソフトバンク,オリックス,3,1
2021/10/12,読　売,阪　神,1,2
2021/10/12,中　日,東京ヤクルト,3,2
2021/10/12,広島東洋,横浜DeNA,3,0
2021/10/12,北海道日本ハム,福岡ソフトバンク,0,5
2021/10/12,オリックス,千葉ロッテ,2,2
2021/10/13,読　売,阪　神,2,2
2021/10/13,中　日,東京ヤクルト,1,3
2021/10/13,広島東洋,横浜DeNA,3,9
2021/10/13,北海道日本ハム,埼玉西武,10,2
2021/10/13,東北楽天,福岡ソフトバンク,2,1
2021/10/13,オリックス,千葉ロッテ,2,8
2021/10/14,読　売,阪　神,0,3
2021/10/14,中　日,東京ヤクルト,1,1
2021/10/14,広島東洋,横浜DeNA,5,3
2021/10/14,北海道日本ハム,埼玉西武,0,3
2021/10/14,東北楽天,福岡ソフトバンク,5,6
2021/10/14,オリックス,千葉ロッテ,1,6
2021/10/15,東京ヤクルト,読　売,8,7
2021/10/15,北海道日本ハム,オリックス,0,3
2021/10/15,東北楽天,埼玉西武,1,5
2021/10/15,千葉ロッテ,福岡ソフトバンク,3,1
2021/10/16,読　売,広島東洋,7,8
2021/10/16,東京ヤクルト,中　日,3,5
2021/10/16,北海道日本ハム,オリックス,1,1
2021/10/16,東北楽天,埼玉西武,3,0
2021/10/16,千葉ロッテ,福岡ソフトバンク,4,10
2021/10/17,横浜DeNA,東京ヤクルト,3,7
2021/10/17,阪　神,広島東洋,2,4
2021/10/17,北海道日本ハム,オリックス,4,3
2021/10/17,東北楽天,埼玉西武,5,6
2021/10/17,千葉ロッテ,福岡ソフトバンク,,
2021/10/18,阪　神,広島東洋,2,1
2021/10/18,埼玉西武,千葉ロッテ,1,2
2021/10/18,東北楽天,北海道日本ハム,0,5
2021/10/19,横浜DeNA,読　売,4,4
2021/10/19,阪　神,東京ヤクルト,11,0
2021/10/19,埼玉西武,北海道日本ハム,2,6
2021/10/19,オリックス,東北楽天,6,3
2021/10/19,福岡ソフトバンク,千葉ロッテ,6,0
2021/10/20,横浜DeNA,読　売,2,3
2021/10/20,阪　神,東京ヤクルト,0,0
2021/10/20,埼玉西武,北海道日本ハム,7,5
2021/10/20,オリックス,東北楽天,2,5
2021/10/21,東京ヤクルト,広島東洋,7,11
2021/10/21,阪　神,中　日,6,1
2021/10/21,オリックス,埼玉西武,3,2
2021/10/21,福岡ソフトバンク,北海道日本ハム,2,2
2021/10/22,東京ヤクルト,広島東洋,,
2021/10/22,横浜DeNA,中　日,4,2
2021/10/23,読　売,東京ヤクルト,11,1
2021/10/23,横浜DeNA,中　日,5,0
2021/10/23,広島東洋,阪　神,1,1
2021/10/23,東北楽天,福岡ソフトバンク,8,1
2021/10/23,千葉ロッテ,北海道日本ハム,4,3
2021/10/24,東京ヤクルト,読　売,6,4
2021/10/24,広島東洋,阪　神,2,7
2021/10/24,東北楽天,福岡ソフトバンク,2,6
2021/10/24,千葉ロッテ,北海道日本ハム,3,2
2021/10/25,東北楽天,オリックス,0,4
2021/10/25,千葉ロッテ,福岡ソフトバンク,7,15
2021/10/26,横浜DeNA,東京ヤクルト,1,5
2021/10/26,阪　神,中　日,0,4
2021/10/26,北海道日本ハム,埼玉西武,1,0
2021/10/27,東北楽天,千葉ロッテ,2,1
2021/10/28,広島東洋,横浜DeNA,7,0
2021/10/29,広島東洋,東京ヤクルト,4,1
2021/10/29,千葉ロッテ,北海道日本ハム,0,5
2021/10/30,千葉ロッテ,北海道日本ハム,3,5
2021/11/01,東京ヤクルト,広島東洋,7,9
2021/11/06,阪　神,読　売,0,4
2021/11/06,千葉ロッテ,東北楽天,5,4
2021/11/07,阪　神,読　売,2,4
2021/11/07,千葉ロッテ,東北楽天,4,4
2021/11/10,東京ヤクルト,読　売,4,0
2021/11/10,オリックス,千葉ロッテ,1,0
2021/11/11,東京ヤクルト,読　売,5,0
2021/11/11,オリックス,千葉ロッテ,2,0
2021/11/12,東京ヤクルト,読　売,2,2
2021/11/12,オリックス,千葉ロッテ,3,3
2021/11/20,オリックス,東京ヤクルト,4,3
2021/11/21,オリックス,東京ヤクルト,0,2
2021/11/23,東京ヤクルト,オリックス,5,4
2021/11/24,東京ヤクルト,オリックス,2,1
2021/11/25,東京ヤクルト,オリックス,5,6
2021/11/27,オリックス,東京ヤクルト,1,2
